,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,y_pred,y_act
10,1.0,0.6471032420585384,-1.8325814637483102,1.3862943611198906,0.05811250581125058,0.697350069735007,4.629848887658877,4.6443908991413725
23,1.0,0.7839015438284094,-2.995732273553991,-1.3862943611198906,0.31094527363184077,0.6218905472636815,4.965729900811042,5.159055299214529
24,1.0,0.8064758658669485,-2.995732273553991,-1.3862943611198906,0.3071253071253071,0.6142506142506142,4.8575330493423055,5.049856007249537
25,1.0,0.7561219797213337,-2.995732273553991,-1.3862943611198906,0.2963841138114997,0.5927682276229994,4.6033016773075754,4.48863636973214
28,1.0,1.7227665977411035,-0.2231435513142097,2.0794415416798357,0.36603221083455345,0.7320644216691069,5.133736383386413,5.135798437050262
44,1.0,1.665818245870208,-0.2231435513142097,2.0794415416798357,0.3620564808110065,0.724112961622013,5.056464368683818,5.0106352940962555
147,1.0,0.7793248768009977,-0.8119307165499123,1.3862943611198906,0.30413625304136255,0.6082725060827251,4.139013856285831,4.143134726391533
181,1.0,1.801709800081223,0.5062150112083075,3.044522437723423,0.04878048780487805,0.975609756097561,6.223962657401286,6.297109319933935
184,1.0,1.8341801851120072,0.4081282255276481,3.044522437723423,0.059665871121718374,1.1933174224343674,8.65539641972688,8.585225601808064
186,1.0,1.7613002617433464,0.25386672395705046,3.044522437723423,0.05186721991701245,1.037344398340249,7.039681758435687,7.069023426578259
187,1.0,1.7934247485471162,0.4014570867106256,3.044522437723423,0.0536480686695279,1.0729613733905579,7.34956467824803,7.351799869057777
278,1.0,0.598836501088704,-1.9449106487222296,1.3862943611198906,0.04859086491739553,0.6802721088435374,4.4795958059103835,4.532599493153256
290,1.0,0.5709795465857378,-1.5606477482646683,1.3862943611198906,0.0847457627118644,0.6779661016949152,4.435944443420367,4.356708826689592
328,1.0,0.06765864847381486,0.0,2.5649493574615367,0.1720578114246387,0.6882312456985548,4.5531144821180565,4.564348191467836
338,1.0,0.7030975114131134,-2.995732273553991,-1.1239300966523995,0.1419647927314026,0.5678591709256104,3.760039652093331,3.6888794541139363
353,1.0,0.7747271675523681,-3.506557897319982,-0.9480394301887354,0.036635404454865184,0.5861664712778429,3.756642095073723,3.7612001156935624
369,1.0,0.1823215567939546,-0.916290731874155,2.174751721484161,0.06872852233676977,0.6872852233676976,4.445311101835716,4.454347296253507
